song_id,title,artist,language,Hybrid RecSys,collaborative Filtering,context,instrumentation,mood_tags,status,lyrics,emotion_label,genre,release_year,duration_sec,tempo,key,energy,valence,mfcc_mean,audio_path,lyrics_path
621,Ambarsariya,Sona Mohapatra,English,Yes,Yes,,,"light, playful, uplifting",active,,,bollywood,2013,248,92,G major,0.5,0.8,0.541,audio/4qRcjFkFqSpLBzcbLDt7HL.mp3,lyrics/4qRcjFkFqSpLBzcbLDt7HL.txt
622,Tujh Mein Rab Dikhta Hai,Salim–Sulaiman,English,Yes,Yes,,,"spiritual, romantic, soothing",active,,,bollywood,2008,281,80,D major,0.4,0.7,0.379,audio/2LcXJP95e4HKydTZ2mYfrx.mp3,lyrics/2LcXJP95e4HKydTZ2mYfrx.txt
623,"Piya O Re Piya (From ""Tere Naal Love Ho Gaya"")",Atif Aslam,English,Yes,Yes,,,"romantic, calm, gentle",active,,,bollywood,2013,292,76,Bb major,0.3,0.7,0.427,audio/71mh0CZeq6Ku6K0AJRxJWZ.mp3,lyrics/71mh0CZeq6Ku6K0AJRxJWZ.txt
624,Khuda Jaane,Vishal-Shekhar,English,Yes,Yes,,,"romantic, uplifting, dreamy",active,,,bollywood,2008,333,90,C major,0.5,0.8,0.691,audio/0gPgdRfB4jdGrlyXS0Vx78.mp3,lyrics/0gPgdRfB4jdGrlyXS0Vx78.txt
625,Pee Loon,Pritam,English,Yes,Yes,,,"romantic, soothing, mellow",active,,,bollywood,2010,285,82,F major,0.4,0.7,0.312,audio/52itZ0w0CydihB2JCZEIft.mp3,lyrics/52itZ0w0CydihB2JCZEIft.txt
626,O Saathi,Atif Aslam,English,Yes,Yes,,,"romantic, gentle, calm",active,,,bollywood,2018,251,80,G major,0.4,0.7,0.589,audio/6fScgF2Y63ScU73nYju0ny.mp3,lyrics/6fScgF2Y63ScU73nYju0ny.txt
627,"Guzarish (From ""Ghajini"")",Javed Ali,English,Yes,Yes,,,"emotional, longing, soft",active,,,sufi,2019,327,74,A minor,0.3,0.4,0.238,audio/39bHz64P8EIGXnoPfpYnUE.mp3,lyrics/39bHz64P8EIGXnoPfpYnUE.txt
628,Chand Sifarish,Jatin-Lalit,English,Yes,Yes,,,"romantic, uplifting, energetic",active,,,bollywood,2006,275,100,D major,0.6,0.8,0.512,audio/5EYZZvmNAH5VZCwuzYJqoA.mp3,lyrics/5EYZZvmNAH5VZCwuzYJqoA.txt
629,"Photo (From ""Luka Chuppi"")",Karan Sehmbi,English,Yes,Yes,,,"playful, romantic, upbeat",active,,,hindi pop,2019,177,105,E major,0.7,0.8,0.443,audio/5wdlz4N7s1Xyr4y4RXhZJM.mp3,lyrics/5wdlz4N7s1Xyr4y4RXhZJM.txt
630,Ang Laga De,Aditi Paul,English,Yes,Yes,,,"passionate, romantic, intense",active,,,gujarati garba,2015,327,78,C# minor,0.5,0.6,0.377,audio/6oIAgw88uu43Pe5rdD1pj0.mp3,lyrics/6oIAgw88uu43Pe5rdD1pj0.txt
631,Mere Sohneya,Sachet Tandon,English,Yes,Yes,,,"romantic, soothing, calm",active,,,bhajan,2019,193,80,G major,0.4,0.7,0.654,audio/7sJQv0LRPgM2xCkkdWOlyj.mp3,lyrics/7sJQv0LRPgM2xCkkdWOlyj.txt
632,"Chashni (From ""Bharat"")",Abhijeet Srivastava,English,Yes,Yes,,,"romantic, mellow, dreamy",active,,,indian indie,2019,265,82,F major,0.4,0.7,0.519,audio/5X5db3FrBOHbibrFKA02MQ.mp3,lyrics/5X5db3FrBOHbibrFKA02MQ.txt
633,"Tum Hi Ho Bandhu (From ""Cocktail"")",Neeraj Shridhar,English,Yes,Yes,,,"upbeat, playful, energetic",active,,,bollywood,2012,282,110,C major,0.8,0.8,0.761,audio/2zZTXtLqCsICzEcztKjn47.mp3,lyrics/2zZTXtLqCsICzEcztKjn47.txt
634,Enna Sona,A.R. Rahman,English,Yes,Yes,,,"romantic, calm, soothing",active,,,tamil pop,2017,213,78,Bb major,0.3,0.7,0.496,audio/6bdpj89aYEBjhpsenXAsmO.mp3,lyrics/6bdpj89aYEBjhpsenXAsmO.txt
635,"Nazar Na Lag Jaaye (From ""Stree"")",Ash King,English,Yes,Yes,,,"caring, mellow, gentle",active,,,bollywood,2018,206,85,D major,0.4,0.7,0.581,audio/0cWLJcdvM6QlOQ7UJdB4jb.mp3,lyrics/0cWLJcdvM6QlOQ7UJdB4jb.txt
636,"Tum Hi Aana (From ""Marjaavaan"")",Payal Dev,English,Yes,Yes,,,"emotional, romantic, calm",active,,,bhajan,2019,249,76,E minor,0.3,0.4,0.528,audio/6E9UwSfT80age2xknoMS7Y.mp3,lyrics/6E9UwSfT80age2xknoMS7Y.txt
637,Hasi - Female Version,Ami Mishra,English,Yes,Yes,,,"romantic, soothing, gentle",active,,,bollywood,2015,192,78,C major,0.4,0.7,0.614,audio/1cmZbGkCEVVAck2MsWpPYQ.mp3,lyrics/1cmZbGkCEVVAck2MsWpPYQ.txt
638,"Chale Aana (From ""De De Pyaar De"")",Amaal Mallik,English,Yes,Yes,,,"longing, emotional, soft",active,,,bollywood,2019,271,80,Bb major,0.3,0.5,0.471,audio/6vuMdb0E8buJeSHArN3dXk.mp3,lyrics/6vuMdb0E8buJeSHArN3dXk.txt
639,"Sanu Ek Pal Chain (From ""Raid"")",Rahat Fateh Ali Khan,English,Yes,Yes,,,"romantic, nostalgic, calm",active,,,sufi,2018,210,82,G major,0.4,0.6,0.312,audio/4wANB882g1ZhF2V8ugksY1.mp3,lyrics/4wANB882g1ZhF2V8ugksY1.txt
640,"Tujhe Kitna Chahein Aur (Film Version) [From ""Kabir Singh""]",Jubin Nautiyal,English,Yes,Yes,,,"emotional, romantic, calm",active,,,bhajan,2020,276,78,D major,0.3,0.5,0.659,audio/6IwZzHNNjiNm2efYesPOjx.mp3,lyrics/6IwZzHNNjiNm2efYesPOjx.txt
641,"Tum Hi Aana (Duet Version) [From ""Marjaavaan""]",Jubin Nautiyal,English,Yes,Yes,,,"emotional, romantic, calm",active,,,bhajan,2020,248,76,E minor,0.3,0.4,0.238,audio/70hyXrapeikAuzxvGZdZls.mp3,lyrics/70hyXrapeikAuzxvGZdZls.txt
642,Ghar Se Nikalte Hi,Amaal Mallik,English,Yes,Yes,,,"nostalgic, dreamy, soft",active,,,bollywood,2018,282,80,F# major,0.4,0.7,0.588,audio/1Dw8GkFpFjUpNTUpfF5lee.mp3,lyrics/1Dw8GkFpFjUpNTUpfF5lee.txt
643,Saans,A.R. Rahman,English,Yes,Yes,,,"emotional, uplifting, calm",active,,,tamil pop,2012,326,74,C major,0.3,0.6,0.329,audio/3X5Jbz7VhZfbPqIRmYIj8c.mp3,lyrics/3X5Jbz7VhZfbPqIRmYIj8c.txt
644,Haaye Oye (feat. Ash King),QARAN,English,Yes,Yes,,,"playful, romantic, upbeat",active,,,bollywood,2019,200,100,G major,0.6,0.8,0.481,audio/0oukMLKedsqQ3ltnI2daRO.mp3,lyrics/0oukMLKedsqQ3ltnI2daRO.txt
645,Ae Mere Humsafar,Alka Yagnik,English,Yes,Yes,,,"romantic, longing, mellow",active,,,bollywood,1988,355,82,Bb major,0.4,0.6,0.751,audio/0dUbhFM18NyBDDpiktEQLk.mp3,lyrics/0dUbhFM18NyBDDpiktEQLk.txt
646,Is Pal,Salim–Sulaiman,English,Yes,Yes,,,"dreamy, romantic, calm",active,,,bollywood,2007,239,78,D major,0.3,0.6,0.391,audio/2wrKKhL0tTEbkbFPnIFq8u.mp3,lyrics/2wrKKhL0tTEbkbFPnIFq8u.txt
647,Yaariyaan,Mohan Kannan,English,Yes,Yes,,,"nostalgic, emotional, soft",active,,,bollywood,2012,377,80,C major,0.4,0.6,0.672,audio/0DANTgeuWo76sVMUjQqJ9G.mp3,lyrics/0DANTgeuWo76sVMUjQqJ9G.txt
648,"Kyun Dil Mera - From ""Paharganj""",Mohit Chauhan,English,Yes,Yes,,,"sad, emotional, calm",active,,,bollywood,2019,281,72,A minor,0.2,0.3,0.442,audio/2GlZQur8CHidODl6OgMO3z.mp3,lyrics/2GlZQur8CHidODl6OgMO3z.txt
649,Dekho Na,Jatin-Lalit,English,Yes,Yes,,,"romantic, uplifting, gentle",active,,,bollywood,2006,322,90,F major,0.5,0.8,0.579,audio/5q0pLxhyHvZXnYxaygt2Az.mp3,lyrics/5q0pLxhyHvZXnYxaygt2Az.txt
650,Jashn-E-Bahaaraa,A.R. Rahman,English,Yes,Yes,,,"romantic, uplifting, gentle",active,,,tamil pop,2007,315,88,D major,0.5,0.8,0.354,audio/1O5mTSQa0sCce9ghhDqIZl.mp3,lyrics/1O5mTSQa0sCce9ghhDqIZl.txt
651,Falak Tak,Vishal-Shekhar,English,Yes,Yes,,,"romantic, dreamy, calm",active,,,bollywood,2008,356,80,G major,0.4,0.7,0.412,audio/0IudGhdeJZwJ0Ps6ndtQDt.mp3,lyrics/0IudGhdeJZwJ0Ps6ndtQDt.txt
652,"Khamoshiyan (From ""Khamoshiyan"")",Jeet Gannguli,English,Yes,Yes,,,"emotional, intense, calm",active,,,bangla pop,2014,335,76,E minor,0.3,0.4,0.263,audio/5Gy67YHzPZTk9Q0D73LAGH.mp3,lyrics/5Gy67YHzPZTk9Q0D73LAGH.txt
653,Mitra,Salim–Sulaiman,English,Yes,Yes,,,"nostalgic, emotional, soft",active,,,bollywood,2010,242,78,C major,0.4,0.6,0.734,audio/5NpmzFJuPJr6tHVGlJlSeE.mp3,lyrics/5NpmzFJuPJr6tHVGlJlSeE.txt
654,Aaoge Jab Tum,Rashid Khan,English,Yes,Yes,,,"emotional, longing, calm",active,,,sufi,2007,355,72,C minor,0.3,0.4,0.482,audio/3fWMFwaJil8fD14JCgwbcL.mp3,lyrics/3fWMFwaJil8fD14JCgwbcL.txt
655,Tose Naina,Arijit Singh,English,Yes,Yes,,,"romantic, soothing, mellow",active,,,hindi pop,2013,263,78,F# major,0.4,0.7,0.653,audio/2dPUug9YiNL4ypu8UF8SnD.mp3,lyrics/2dPUug9YiNL4ypu8UF8SnD.txt
656,Raabta,Pritam,English,Yes,Yes,,,"romantic, dreamy, uplifting",active,,,bollywood,2012,243,90,G major,0.5,0.8,0.311,audio/6FjbAnaPRPwiP3sciEYctO.mp3,lyrics/6FjbAnaPRPwiP3sciEYctO.txt
657,Tu Jo Mila,Pritam,English,Yes,Yes,,,"hopeful, uplifting, gentle",active,,,bollywood,2015,242,88,D major,0.5,0.8,0.594,audio/7txLCGOXyDlDXTjtR1Sk4v.mp3,lyrics/7txLCGOXyDlDXTjtR1Sk4v.txt
658,Pal,Javed-Mohsin,English,Yes,Yes,,,"nostalgic, emotional, calm",active,,,bollywood,2018,247,80,E major,0.4,0.6,0.239,audio/5G7pZ8G8NFvS1MQ9H4L7dC.mp3,lyrics/5G7pZ8G8NFvS1MQ9H4L7dC.txt
659,O Re Piya,Salim–Sulaiman,English,Yes,Yes,,,"spiritual, soothing, calm",active,,,bollywood,2007,379,76,Bb major,0.3,0.6,0.732,audio/7cWnks0lsRtpAi87COOiXK.mp3,lyrics/7cWnks0lsRtpAi87COOiXK.txt
660,Tera Rastaa Chhodoon Na,Vishal-Shekhar,English,Yes,Yes,,,"romantic, longing, soft",active,,,bollywood,2013,252,78,C# minor,0.3,0.6,0.527,audio/7cLGKaJXLFpUU7Up34vVr1.mp3,lyrics/7cLGKaJXLFpUU7Up34vVr1.txt
661,dooriyan,Zaeden,English,Yes,Yes,,,"sad, emotional, mellow",active,,,indian indie,2020,161,74,A minor,0.2,0.3,0.398,audio/3ymULM6auJVgBj4A9TADlv.mp3,lyrics/3ymULM6auJVgBj4A9TADlv.txt
662,"Tu Hi Haqeeqat (From ""Tum Mile"")",Pritam,English,Yes,Yes,,,"romantic, passionate, calm",active,,,bollywood,2016,302,80,F minor,0.4,0.7,0.617,audio/0xpYvHs8gK6EtTDkRfGcBm.mp3,lyrics/0xpYvHs8gK6EtTDkRfGcBm.txt
663,Wajah Tum Ho,Armaan Malik,English,Yes,Yes,,,"romantic, dreamy, soft",active,,,hindi pop,2015,357,82,G major,0.4,0.7,0.547,audio/4RzaXbufKNBwaFuzJhGur5.mp3,lyrics/4RzaXbufKNBwaFuzJhGur5.txt
664,"Tere Bina (From ""Guru"")",A.R. Rahman,English,Yes,Yes,,,"emotional, longing, calm",active,,,tamil pop,2016,309,76,D minor,0.3,0.5,0.783,audio/1bcKkFf6jV9iRuiiaYRupp.mp3,lyrics/1bcKkFf6jV9iRuiiaYRupp.txt
665,"Surili Akhiyon Wale (From ""Veer"")",Rahat Fateh Ali Khan,English,Yes,Yes,,,"romantic, soothing, gentle",active,,,sufi,2009,331,80,C major,0.4,0.7,0.468,audio/2RNCGsAi3ERAf2k2Mhhdyu.mp3,lyrics/2RNCGsAi3ERAf2k2Mhhdyu.txt
666,Ishq Sufiyana (Female),Vishal-Shekhar,English,Yes,Yes,,,"spiritual, uplifting, soft",active,,,bollywood,2011,327,86,E major,0.5,0.8,0.361,audio/5HYNICszfKuQAzJQB5DPLY.mp3,lyrics/5HYNICszfKuQAzJQB5DPLY.txt
667,Saathiyaa,Shreya Ghoshal,English,Yes,Yes,,,"romantic, uplifting, calm",active,,,bollywood,2011,310,88,Bb major,0.4,0.8,0.512,audio/1sNCUR5bUvFSQVDYEvsHCU.mp3,lyrics/1sNCUR5bUvFSQVDYEvsHCU.txt
668,Jiya Re,A.R. Rahman,English,Yes,Yes,,,"energetic, uplifting, positive",active,,,tamil pop,2012,319,110,D major,0.8,0.9,0.295,audio/21Af1fetSINZpmAS3si8DW.mp3,lyrics/21Af1fetSINZpmAS3si8DW.txt
669,Humnava Mere,Jubin Nautiyal,English,Yes,Yes,,,"emotional, longing, calm",active,,,bhajan,2018,328,78,G minor,0.3,0.5,0.681,audio/0loZn1c5heXie7OAtvK6nH.mp3,lyrics/0loZn1c5heXie7OAtvK6nH.txt
670,Rabba Main Toh Mar Gaya Oye,Pritam,English,Yes,Yes,,,"emotional, passionate, soft",active,,,bollywood,2011,280,80,C# minor,0.4,0.5,0.427,audio/0UlJKSmbpSPaRxUnr0lpgH.mp3,lyrics/0UlJKSmbpSPaRxUnr0lpgH.txt
671,"Raataan Lambiyan (From ""Shershaah"")",Tanishk Bagchi,English,Yes,Yes,,,"romantic, soothing, uplifting",active,,,bollywood,2021,230,92,F# major,0.5,0.8,0.731,audio/2rOnSn2piaqLAlYjtfUBlY.mp3,lyrics/2rOnSn2piaqLAlYjtfUBlY.txt
672,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,English,Yes,Yes,,,"emotional, longing, calm",active,,,hindi pop,2021,266,76,A minor,0.3,0.4,0.569,audio/3jf5303mzzJ96O8xFTcEn4.mp3,lyrics/3jf5303mzzJ96O8xFTcEn4.txt
673,Meri Jaan,Neeti Mohan,English,Yes,Yes,,,"romantic, soothing, calm",active,,,bollywood,2022,238,82,F# major,0.4,0.7,0.583,audio/080Snoc5O7MuKyu5TkH4TD.mp3,lyrics/080Snoc5O7MuKyu5TkH4TD.txt
674,Kun Faya Kun,A.R. Rahman,English,Yes,Yes,,,"spiritual, uplifting, emotional",active,,,tamil pop,2011,470,76,C major,0.4,0.8,0.241,audio/7F8RNvTQlvbeBLeenycvN6.mp3,lyrics/7F8RNvTQlvbeBLeenycvN6.txt
675,Safarnama,Lucky Ali,English,Yes,Yes,,,"hopeful, uplifting, gentle",active,,,desi pop,2015,251,90,D major,0.5,0.8,0.692,audio/6w458kA8WOAIZr1ublxnK9.mp3,lyrics/6w458kA8WOAIZr1ublxnK9.txt
676,Maana Ke Hum Yaar Nahin,Sachin-Jigar,English,Yes,Yes,,,"emotional, longing, soft",active,,,gujarati pop,2017,264,78,Bb major,0.3,0.5,0.467,audio/1O3WfEwaSpsgZ6tw8jNT8I.mp3,lyrics/1O3WfEwaSpsgZ6tw8jNT8I.txt
677,"Roke Na Ruke Naina (From ""Badrinath Ki Dulhania"")",Arijit Singh,English,Yes,Yes,,,"emotional, longing, calm",active,,,hindi pop,2020,278,76,E minor,0.3,0.4,0.358,audio/0ZyJDDqBjI0rDnn31qHgbg.mp3,lyrics/0ZyJDDqBjI0rDnn31qHgbg.txt
678,"Bheegi Si Bhaagi Si (From ""Raajneeti"")",Pritam,English,Yes,Yes,,,"playful, light, vintage",active,,,bollywood,2017,278,100,D major,0.6,0.8,0.721,audio/5ecrmd9bRGk3JoYi5Y4yPL.mp3,lyrics/5ecrmd9bRGk3JoYi5Y4yPL.txt
679,Dooriyan,Mohit Chauhan,English,Yes,Yes,,,"sad, emotional, mellow",active,,,bollywood,2009,337,74,A minor,0.2,0.3,0.513,audio/5doYtCoJ8KpfkFczP3F2ad.mp3,lyrics/5doYtCoJ8KpfkFczP3F2ad.txt
680,Main Rahoon Ya Na Rahoon,Amaal Mallik,English,Yes,Yes,,,"romantic, emotional, calm",active,,,bollywood,2015,309,80,G major,0.4,0.6,0.312,audio/6f3ANRNQ8nCiPZ6VqXqq93.mp3,lyrics/6f3ANRNQ8nCiPZ6VqXqq93.txt
681,Aaya Na Tu,Arjun Kanungo,English,Yes,Yes,,,"longing, emotional, soft",active,,,hindi pop,2018,210,78,C# minor,0.3,0.4,0.651,audio/3T0oPETOdddxJ2xTt2qJe4.mp3,lyrics/3T0oPETOdddxJ2xTt2qJe4.txt
682,Khairiyat,Pritam,English,Yes,Yes,,,"romantic, soothing, uplifting",active,,,bollywood,2019,280,82,F major,0.4,0.7,0.427,audio/5O932cZmzOZGOGZz9RHx20.mp3,lyrics/5O932cZmzOZGOGZz9RHx20.txt
683,Mere Bina,Pritam,English,Yes,Yes,,,"emotional, longing, soft",active,,,bollywood,2010,289,80,G minor,0.4,0.4,0.559,audio/4rSmmC6OYmjVOYxr8ruVWN.mp3,lyrics/4rSmmC6OYmjVOYxr8ruVWN.txt
684,Filhall,B Praak,English,Yes,Yes,,,"emotional, nostalgic, calm",active,,,hindi pop,2019,255,76,D major,0.3,0.5,0.374,audio/7DE0I3buHcns00C0YEsYsY.mp3,lyrics/7DE0I3buHcns00C0YEsYsY.txt
685,Pehli Dafa,Atif Aslam,English,Yes,Yes,,,"romantic, uplifting, gentle",active,,,bollywood,2017,298,88,Bb major,0.5,0.8,0.641,audio/4Tkb7zsDmsawB7S5TpKQV1.mp3,lyrics/4Tkb7zsDmsawB7S5TpKQV1.txt
686,Naina,Vishal-Shekhar,English,Yes,Yes,,,"emotional, longing, soft",active,,,bollywood,2013,318,80,E minor,0.3,0.4,0.512,audio/5h6uvaNkmWjaRqFgIgs9Nf.mp3,lyrics/5h6uvaNkmWjaRqFgIgs9Nf.txt
687,Aabaad Barbaad,Pritam,English,Yes,Yes,,,"emotional, nostalgic, calm",active,,,bollywood,2020,309,78,C major,0.3,0.5,0.469,audio/3jxNbVmugKWFFc3YAVl0sD.mp3,lyrics/3jxNbVmugKWFFc3YAVl0sD.txt
688,"Darkhaast (feat. Arijit Singh, Sunidhi Chauhan)",Mithoon,English,Yes,Yes,,,"romantic, longing, soft",active,,,bollywood,2016,374,82,G major,0.4,0.6,0.351,audio/1awtp7rf6ajhGY9BgzCHeZ.mp3,lyrics/1awtp7rf6ajhGY9BgzCHeZ.txt
689,Tune Jo Na Kaha,Pritam,English,Yes,Yes,,,"sad, emotional, calm",active,,,bollywood,2009,310,70,A minor,0.2,0.3,0.721,audio/0pw3p4gf5homOkvOGOJulF.mp3,lyrics/0pw3p4gf5homOkvOGOJulF.txt
690,Akhiyaan,Mitraz,English,Yes,Yes,,,"romantic, soothing, gentle",active,,,indian indie,2022,191,80,F# major,0.4,0.7,0.418,audio/2l3dFxtoSMgMQVyRIUHjpz.mp3,lyrics/2l3dFxtoSMgMQVyRIUHjpz.txt
691,Rozana,Shreya Ghoshal,English,Yes,Yes,,,"romantic, soothing, calm",active,,,bollywood,2017,274,80,F# major,0.4,0.7,0.519,audio/1mYcukuz7uow0wc7DmPXHU.mp3,lyrics/1mYcukuz7uow0wc7DmPXHU.txt
692,Saude Bazi,Pritam,English,Yes,Yes,,,"emotional, mellow, calm",active,,,bollywood,2010,355,78,D minor,0.3,0.5,0.613,audio/4SGytwdo11Y5WYtnc29XTI.mp3,lyrics/4SGytwdo11Y5WYtnc29XTI.txt
693,In Dino,Pritam,English,Yes,Yes,,,"nostalgic, uplifting, gentle",active,,,bollywood,2007,397,85,C major,0.5,0.8,0.437,audio/6YycppSAeGtSvwmu8qCcr2.mp3,lyrics/6YycppSAeGtSvwmu8qCcr2.txt
694,Aye Khuda,Salim Merchant,English,Yes,Yes,,,"emotional, longing, soft",active,,,bollywood,2010,280,76,A minor,0.3,0.4,0.329,audio/1vgVsR5rkXGP4NmUcoroJH.mp3,lyrics/1vgVsR5rkXGP4NmUcoroJH.txt
695,Tum Ho,Mohit Chauhan,English,Yes,Yes,,,"romantic, dreamy, calm",active,,,bollywood,2011,316,78,E major,0.4,0.7,0.284,audio/7uNnlVit5qDvfOje0pqICF.mp3,lyrics/7uNnlVit5qDvfOje0pqICF.txt
696,Tu Hai,A.R. Rahman,English,Yes,Yes,,,"spiritual, uplifting, gentle",active,,,tamil pop,2016,238,80,G major,0.4,0.7,0.658,audio/3vjkllvtOIKpVvXSWsu1ta.mp3,lyrics/3vjkllvtOIKpVvXSWsu1ta.txt
697,"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")",Sachin-Jigar,English,Yes,Yes,,,"romantic, uplifting, soft",active,,,gujarati pop,2023,266,92,D major,0.5,0.8,0.492,audio/7Ky9U9iHjGBiRax3joCRDS.mp3,lyrics/7Ky9U9iHjGBiRax3joCRDS.txt
698,Dil Jhoom,Mithoon,English,Yes,Yes,,,"romantic, soothing, calm",active,,,bollywood,2023,304,82,F major,0.4,0.7,0.371,audio/11qnwt18ZckPqchzK2I3U7.mp3,lyrics/11qnwt18ZckPqchzK2I3U7.txt
699,"Kaise Ab Kahein - From ""Gutar Gu""",Gaurav Chatterji,English,Yes,Yes,,,"emotional, longing, soft",active,,,indian indie,2023,120,76,Bb major,0.3,0.5,0.589,audio/3eSm4iAkLsn3BeggfiQOH9.mp3,lyrics/3eSm4iAkLsn3BeggfiQOH9.txt
700,"Teri Jhuki Nazar (From ""Murder 3"")",Pritam,English,Yes,Yes,,,"romantic, passionate, mellow",active,,,bollywood,2017,279,80,C# minor,0.4,0.6,0.427,audio/53g0k5X8p9DScuIxssuCpD.mp3,lyrics/53g0k5X8p9DScuIxssuCpD.txt
701,Bol Na Halke Halke,Shankar-Ehsaan-Loy,English,Yes,Yes,,,"romantic, gentle, uplifting",active,,,bollywood,2007,306,88,G major,0.5,0.8,0.317,audio/0u8wprNfOdcWpUlWnfMcpP.mp3,lyrics/0u8wprNfOdcWpUlWnfMcpP.txt
702,Madno,Kshitij Tarey,English,Yes,Yes,,,"romantic, soothing, calm",active,,,sufi,2010,504,80,D major,0.4,0.7,0.773,audio/4GHuEO0gWcA05tBAdzjFmf.mp3,lyrics/4GHuEO0gWcA05tBAdzjFmf.txt
703,Chori Kiya Re Jiya,Sonu Nigam,English,Yes,Yes,,,"playful, romantic, light",active,,,kannada pop,2010,286,90,F major,0.5,0.8,0.244,audio/5CteVMD0U8C9WbAWvrNgkN.mp3,lyrics/5CteVMD0U8C9WbAWvrNgkN.txt
704,Aaram,Lowfly,English,Yes,Yes,,,"calm, peaceful, gentle",active,,,lo-fi,2024,176,75,C major,0.3,0.7,0.684,audio/2qshtBT9HaFUbSu53RC7SC.mp3,lyrics/2qshtBT9HaFUbSu53RC7SC.txt
705,Maan Meri Jaan,King,English,Yes,Yes,,,"romantic, uplifting, soft",active,,,desi hip hop,2022,194,92,G major,0.5,0.8,0.391,audio/1418IuVKQPTYqt7QNJ9RXN.mp3,lyrics/1418IuVKQPTYqt7QNJ9RXN.txt
706,Prem Ki Dhun,Lowfly,English,Yes,Yes,,,"spiritual, soothing, gentle",active,,,lo-fi,2024,166,80,Bb major,0.4,0.7,0.557,audio/33clssBqSbFXCPrYTgjOKZ.mp3,lyrics/33clssBqSbFXCPrYTgjOKZ.txt
707,partly cloudy,too unbothered.,English,Yes,Yes,,,"calm, ambient, reflective",active,,,dark ambient,2024,155,70,F minor,0.2,0.5,0.621,audio/7q03KehhQQOGhAw11CVAEC.mp3,lyrics/7q03KehhQQOGhAw11CVAEC.txt
708,Chandni Raatein,Lowfly,English,Yes,Yes,,,"nostalgic, dreamy, soft",active,,,lo-fi,2024,156,78,E major,0.4,0.6,0.498,audio/6XC7HYNypjbiI1FGeYf34t.mp3,lyrics/6XC7HYNypjbiI1FGeYf34t.txt
709,Tere Pyaar Mein,Pritam,English,Yes,Yes,,,"romantic, uplifting, energetic",active,,,bollywood,2023,266,100,D major,0.6,0.8,0.432,audio/2ZD4aIEepqZsdxPxLSuUhm.mp3,lyrics/2ZD4aIEepqZsdxPxLSuUhm.txt
710,When I Wake Up,NANAMI,English,Yes,Yes,,,"hopeful, calm, gentle",active,,,Unknown,2024,235,80,C major,0.4,0.7,0.365,audio/4SKOREUEhd90GAaHcWFlQd.mp3,lyrics/4SKOREUEhd90GAaHcWFlQd.txt
711,Raat Ki Chaandni - Lofi Flip,Lowfly,English,Yes,Yes,,,"calm, soothing, dreamy",active,,,lo-fi,2025,213,75,F# major,0.3,0.6,0.527,audio/5dHYnf2lbgV9RYh5weoWpV.mp3,lyrics/5dHYnf2lbgV9RYh5weoWpV.txt
712,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",Rochak Kohli,English,Yes,Yes,,,"romantic, uplifting, gentle",active,,,bollywood,2019,200,88,D major,0.5,0.8,0.419,audio/57jOEZtoLQK4zF2x55bdkp.mp3,lyrics/57jOEZtoLQK4zF2x55bdkp.txt
713,Saansein,Lowfly,English,Yes,Yes,,,"emotional, longing, soft",active,,,lo-fi,2024,145,78,A minor,0.3,0.5,0.613,audio/4myEsMAL1vr67RLDcxjEyW.mp3,lyrics/4myEsMAL1vr67RLDcxjEyW.txt
714,Tera Ban Jaunga,Akhil Sachdeva,English,Yes,Yes,,,"romantic, passionate, calm",active,,,hindi pop,2019,236,80,G major,0.4,0.7,0.392,audio/3oWxFNsXstcancCR1wODR4.mp3,lyrics/3oWxFNsXstcancCR1wODR4.txt
715,Raaz Ki Baatein,Lowfly,English,Yes,Yes,,,"mysterious, calm, reflective",active,,,lo-fi,2024,150,76,E minor,0.3,0.5,0.274,audio/1iz4hixniAlXShWVOihXbd.mp3,lyrics/1iz4hixniAlXShWVOihXbd.txt
716,Hawaayein,Lowfly,English,Yes,Yes,,,"romantic, soothing, dreamy",active,,,lo-fi,2024,202,82,Bb major,0.4,0.7,0.654,audio/3dflEp61vlEiIaOax4HHcS.mp3,lyrics/3dflEp61vlEiIaOax4HHcS.txt
717,Mera Dil Bhi Kitna Pagal Hai - Recreated Version,Stebin Ben,English,Yes,Yes,,,"emotional, nostalgic, soft",active,,,hindi pop,2018,200,78,C major,0.3,0.5,0.341,audio/2n9ylYiF7urpXo36qBwr3g.mp3,lyrics/2n9ylYiF7urpXo36qBwr3g.txt
718,Raaste,Lowfly,English,Yes,Yes,,,"hopeful, uplifting, gentle",active,,,lo-fi,2024,114,90,D major,0.5,0.8,0.712,audio/0rCu5alrHda2cDfZaaXq2t.mp3,lyrics/0rCu5alrHda2cDfZaaXq2t.txt
719,Bekhayali,Sachet Tandon,English,Yes,Yes,,,"emotional, intense, longing",active,,,bhajan,2019,371,80,F# minor,0.4,0.4,0.498,audio/4yMbbysldl7E3WgiaugnwM.mp3,lyrics/4yMbbysldl7E3WgiaugnwM.txt
720,Lost Days,Lowfly,English,Yes,Yes,,,"nostalgic, ambient, calm",active,,,lo-fi,2023,123,70,E minor,0.2,0.5,0.583,audio/1h0DfODHCHmPF6H5luMY2v.mp3,lyrics/1h0DfODHCHmPF6H5luMY2v.txt
